"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ITE00100550","1874","44.5","11.3458","53.0","BOLOGNA, IT","837.1","","837.1","E","74","E","57","E","0","E","59","E","0","E","166","E","39","E","-8.5","E,0114,","73.0",",E,0507,","39.0","E,0705,","0.0","E,1113","-2.5","E,1127","-4.5","E,1224","","","","","0.0","E,0314","-3.0","E,0213","-4.5","E,0116","-7.0","E,0115","","","2185.6","","2185.6","E","794.0",",E","14.44","E","19.20","E","9.67","E"
"ITE00100550","1875","44.5","11.3458","53.0","BOLOGNA, IT","844.8","","844.8","E","61","E","50","E","0","E","75","E","0","E","171","E","36","E","-5.5","E,0212,","80.0",",E,0305,","36.5","E,0820,","0.0","E,1130","-2.6","E,1209","","","","","","","-1.0","E,0325","-2.5","E,0323","-5.0","E,0223","","","","","2350.7","","2350.7","E","698.5",",E","14.07","E","18.87","E","9.27","E"
"ITE00100550","1876","44.5","11.3458","53.0","BOLOGNA, IT","744.4","","744.4","E","67","E","60","E","0","E","50","E","6","E","160","E","39","E","-6.0","E,1228,","76.0",",E,1025,","36.3","E,0806,","0.0","E,1109","-2.5","E,1226","-5.0","E,1227","","","","","0.0","E,0320","-4.0","E,0212","-5.5","E,0120","","","","","2186.5","","2186.5","E","1105.0",",E","14.47","E","19.31","E","9.63","E"
"ITE00100550","1877","44.5","11.3458","53.0","BOLOGNA, IT","865.5","","865.5","E","58","E","55","E","0","E","48","E","0","E","146","E","60","E","-5.0","E,0204,","75.0",",E,0803,","38.0","E,0821,","0.0","E,1210","-2.2","E,1218","","","","","","","-1.0","E,0314","-4.0","E,0311","-5.0","E,0204","","","","","2158.8","","2158.8","E","743.0",",E","14.41","E","19.65","E","9.18","E"
"ITE00100550","1878","44.5","11.3458","53.0","BOLOGNA, IT","721.0","","721.0","E","59","E","58","E","0","E","72","E","8","E","177","E","48","E","-11.0","E,1223,","72.0",",E,1014,","38.0","E,0723,","0.0","E,1108","-4.0","E,1211","-7.0","E,1213","-7.0","E,1213","-11.0","E,1223","-1.0","E,0326","-2.5","E,0317","-4.8","E,0130","-7.0","E,0114","","","2234.3","","2234.3","E","898.5",",E","14.14","E","19.89","E","8.39","E"
"ITE00100550","1879","44.5","11.3458","53.0","BOLOGNA, IT","822.9","","822.9","E","67","E","60","E","0","E","57","E","14","E","155","E","50","E","-11.0","E,1209,","70.0",",E,0225,","37.5","E,0803,","-1.0","E,1116","-4.0","E,1201","-9.2","E,1203","-9.2","E,1203","-9.2","E,1203","0.0","E,0124","-3.0","E,0122","-5.0","E,0108","","","","","2214.3","","2214.3","E","843.5",",E","13.95","E","18.94","E","8.96","E"
"ITE00100550","1880","44.5","11.3458","53.0","BOLOGNA, IT","594.2","","594.2","E","63","E","51","E","0","E","38","E","5","E","154","E","18","E","-10.8","E,0122,","59.0",",E,0830,","35.5","E,0718,","-0.2","E,1207","","","","","","","","","0.0","E,0323","-4.3","E,0127","-5.0","E,0126","-7.0","E,0123","-10.8","E,0122","2660.1","","2660.1","E","886.1",",E","13.75","E","17.78","E","9.72","E"
"ITE00100550","1881","44.5","11.3458","53.0","BOLOGNA, IT","648.9","","648.9","E","95","E","67","E","0","E","27","E","4","E","120","E","13","E","-7.0","E,0124,","40.0",",E,0930,","34.0","E,0721,","","","","","","","","","","","-0.7","E,0215","-3.4","E,0129","-6.5","E,0125","-7.0","E,0124","","","2192.3","","2192.3","E","868.1",",E","13.49","E","16.01","E","10.97","E"
"ITE00100550","1882","44.5","11.3458","53.0","BOLOGNA, IT","500.1","","500.1","E","97","E","60","E","0","E","25","E","0","E","130","E","4","E","-4.0","E,0125,","41.3",",E,1007,","33.4","E,0716,","0.0","E,1130","-3.0","E,1202","","","","","","","-1.0","E,0223","-3.0","E,0202","","","","","","","2193.3","","2193.3","E","609.2",",E","13.90","E","17.62","E","10.18","E"
"ITE00100550","1883","44.5","11.3458","53.0","BOLOGNA, IT","531.8","","531.8","E","91","E","56","E","0","E","39","E","0","E","135","E","4","E","-3.0","E,0313,+","26.8",",E,0505,","34.5","E,0714,+","-2.2","E,1201","-2.2","E,1201","","","","","","","-1.0","E,0324","-3.0","E,0313","","","","","","","2316.3","","2316.3","E","506.0",",E","13.17","E","16.30","E","10.05","E"
"ITE00100550","1884","44.5","11.3458","53.0","BOLOGNA, IT","474.2","","474.2","E","110","E","66","E","0","E","31","E","0","E","130","E","6","E","-3.4","E,1216,","58.2",",E,0322,","35.5","E,0719,","-0.4","E,1122","-2.7","E,1206","","","","","","","0.0","E,0220","-2.5","E,0127","","","","","","","2229.8","","2229.8","E","794.9",",E","13.43","E","16.63","E","10.22","E"
"ITE00100550","1885","44.5","11.3458","53.0","BOLOGNA, IT","579.6","","579.6","E","129","E","79","E","0","E","36","E","0","E","132","E","4","E","-6.9","E,1222,","47.0",",E,0117,","34.7","E,0802,","-1.3","E,1210","-2.6","E,1211","-6.4","E,1214","-6.9","E,1222","","","-1.0","E,0315","-2.2","E,0213","","","","","","","2370.3","","2370.3","E","908.4",",E","13.43","E","16.67","E","10.19","E"
"ITE00100550","1886","44.5","11.3458","53.0","BOLOGNA, IT","563.3","","563.3","E","109","E","62","E","0","E","47","E","0","E","143","E","10","E","-6.2","E,0101,","42.7",",E,1027,","35.3","E,0723,","-0.8","E,1223","","","","","","","","","-1.0","E,0315","-3.2","E,0313","-5.0","E,0119","","","","","2488.8","","2488.8","E","640.2",",E","13.40","E","17.32","E","9.47","E"
"ITE00100550","1887","44.5","11.3458","53.0","BOLOGNA, IT","667.7","","667.7","E","114","E","94","E","0","E","44","E","2","E","135","E","7","E","-8.0","E,1231,","32.9",",E,1010,","34.1","E,0817,","-0.8","E,1118","-2.5","E,1217","-6.0","E,1227","-8.0","E,1231","","","-0.5","E,0223","-2.6","E,0221","-4.4","E,0220","-7.1","E,0218","","","2300.2","","2300.2","E","905.4",",E","13.15","E","16.65","E","9.66","E"
"ITE00100550","1888","44.5","11.3458","53.0","BOLOGNA, IT","632.7","","632.7","E","104","E","60","E","0","E","64","E","14","E","155","E","15","E","-12.2","E,0115,","42.7",",E,0227,","34.3","E,0728,+","-2.0","E,1111","-2.4","E,1214","-4.9","E,1219","","","","","-0.6","E,0313","-2.7","E,0305","-7.5","E,0211","-7.5","E,0211","-10.5","E,0210","2629.8","","2629.8","E","564.2",",E","13.09","E","16.97","E","9.21","E"
"ITE00100550","1889","44.5","11.3458","53.0","BOLOGNA, IT","574.4","","574.4","E","126","E","75","E","0","E","58","E","0","E","144","E","4","E","-5.0","E,0207,","79.2",",E,1030,","33.6","E,0805,","-1.7","E,1121","-2.8","E,1208","","","","","","","-1.3","E,0317","-2.2","E,0316","-4.8","E,0215","","","","","2416.0","","2416.0","E","835.5",",E","13.15","E","16.69","E","9.60","E"
"ITE00100550","1890","44.5","11.3458","53.0","BOLOGNA, IT","569.4","","569.4","E","84","E","41","E","0","E","59","E","9","E","153","E","12","E","-6.2","E,1213,+","50.1",",E,1128,","35.2","E,0718,","-0.5","E,1210","-2.8","E,1212","-6.2","E,1213","","","","","-3.0","E,0306","-3.0","E,0306","-5.0","E,0304","","","","","2431.2","","2431.2","E","443.0",",E","12.94","E","16.60","E","9.28","E"
"ITE00100550","1891","44.5","11.3458","53.0","BOLOGNA, IT","543.7","","543.7","E","89","E","45","E","0","E","61","E","14","E","139","E","5","E","-11.0","E,0117,","66.6",",E,1004,","35.3","E,0702,","-0.5","E,1101","-3.2","E,1220","-4.7","E,1221","","","","","-0.2","E,0325","-3.2","E,0216","-6.5","E,0215","-7.8","E,0206","-11.0","E,0117","2712.9","","2712.9","E","566.4",",E","12.79","E","16.38","E","9.20","E"
"ITE00100550","1892","44.5","11.3458","53.0","BOLOGNA, IT","670.8","","670.8","E","120","E","62","E","0","E","65","E","5","E","153","E","7","E","-7.8","E,0104,","59.3",",E,0517,","33.5","E,0817,","-2.2","E,1127","-2.2","E,1127","-4.7","E,1212","","","","","-1.2","E,0314","-2.2","E,0313","-5.1","E,0122","-7.2","E,0107","","","2362.1","","2362.1","E","956.4",",E","13.38","E","17.19","E","9.56","E"
"ITE00100550","1893","44.5","11.3458","53.0","BOLOGNA, IT","533.9","","533.9","E","109","E","68","E","0","E","54","E","17","E","156","E","12","E","-11.0","E,0113,","43.2",",E,1108,","34.9","E,0824,","-1.4","E,1130","-4.0","E,1230","","","","","","","-0.8","E,0328","-2.6","E,0214","-4.4","E,0207","-8.3","E,0206","-9.7","E,0115","2504.5","","2504.5","E","860.3",",E","13.18","E","17.35","E","9.02","E"
"ITE00100550","1894","44.5","11.3458","53.0","BOLOGNA, IT","564.3","","564.3","E","96","E","51","E","0","E","44","E","9","E","148","E","17","E","-10.6","E,0113,","123.9",",E,0930,","35.8","E,0725,","-0.2","E,1126","-4.4","E,1222","-4.4","E,1222","","","","","-1.0","E,0224","-3.8","E,0221","-4.6","E,0117","-9.7","E,0114","-9.7","E,0114","2265.9","","2265.9","E","694.6",",E","13.47","E","17.63","E","9.31","E"
"ITE00100550","1895","44.5","11.3458","53.0","BOLOGNA, IT","555.0","","555.0","E","114","E","77","E","0","E","80","E","13","E","146","E","9","E","-9.7","E,0219,","51.8",",E,1027,","34.9","E,0729,","-0.9","E,1125","-4.8","E,1127","-4.8","E,1127","","","","","-1.5","E,0309","-2.6","E,0307","-5.1","E,0223","-7.0","E,0221","-9.7","E,0219","2631.3","","2631.3","E","1099.8",",E","12.54","E","16.36","E","8.71","E"
"ITE00100550","1896","44.5","11.3458","53.0","BOLOGNA, IT","365.7","","365.7","E","117","E","75","E","0","E","57","E","7","E","122","E","1","E","-5.6","E,0123,","77.9",",E,1117,","32.6","E,0711,","-0.8","E,1127","","","","","","","","","-0.7","E,0304","-2.7","E,0302","-5.5","E,0301","","","","","2524.6","","2524.6","E","1039.7",",E","12.34","E","16.14","E","8.55","E"
"ITE00100550","1897","44.5","11.3458","53.0","BOLOGNA, IT","530.6","","530.6","E","95","E","59","E","0","E","36","E","10","E","131","E","9","E","-8.7","E,0130,","112.8",",E,1022,","36.0","E,0701,","-0.1","E,1126","-3.4","E,1127","-6.6","E,1224","-6.7","E,1227","","","-0.7","E,0203","-2.6","E,0201","-8.7","E,0130","-8.7","E,0130","","","2226.9","","2226.9","E","919.6",",E","13.31","E","16.88","E","9.74","E"
"ITE00100550","1898","44.5","11.3458","53.0","BOLOGNA, IT","428.0","","428.0","E","129","E","85","E","0","E","31","E","0","E","136","E","2","E","-6.0","E,0117,","58.5",",E,1003,","32.3","E,0822,+","-1.8","E,1212","-2.3","E,1222","","","","","","","-2.2","E,0218","-2.2","E,0218","-5.0","E,0118","","","","","2404.5","","2404.5","E","1115.4",",E","13.72","E","17.39","E","10.04","E"
"ITE00100550","1899","44.5","11.3458","53.0","BOLOGNA, IT","519.3","","519.3","E","111","E","62","E","0","E","39","E","9","E","142","E","4","E","-9.2","E,1214,","45.7",",E,0923,","34.1","E,0723,","-2.5","E,1204","-2.5","E,1204","-6.2","E,1211","-7.7","E,1213","-9.2","E,1214","-1.3","E,0326","-2.4","E,0308","-4.4","E,0227","","","","","2157.6","","2157.6","E","748.1",",E","13.18","E","17.03","E","9.32","E"
"ITE00100550","1900","44.5","11.3458","53.0","BOLOGNA, IT","544.2","","544.2","E","125","E","80","E","0","E","28","E","0","E","147","E","5","E","-4.6","E,0303,","35.2",",E,0629,","34.8","E,0729,","-3.5","E,1231","-3.5","E,1231","","","","","","","-2.5","E,0308","-2.5","E,0308","-4.6","E,0303","","","","","2480.7","","2480.7","E","832.1",",E","13.75","E","17.11","E","10.39","E"
"ITE00100550","1901","44.5","11.3458","53.0","BOLOGNA, IT","509.3","","509.3","E","104","E","63","E","0","E","49","E","13","E","127","E","0","E","-9.4","E,0217,","61.3",",E,1016,","31.0","E,0701,","-0.2","E,1129","-3.8","E,1207","","","","","","","-1.2","E,0330","-4.3","E,0223","-5.1","E,0222","-9.4","E,0217","-9.4","E,0217","2327.2","","2327.2","E","765.7",",E","12.75","E","15.91","E","9.58","E"
"ITE00100550","1902","44.5","11.3458","53.0","BOLOGNA, IT","481.6","","481.6","E","90","E","44","E","0","E","28","E","2","E","117","E","7","E","-7.4","E,1124,","73.0",",E,0216,","33.8","E,0820,","-0.4","E,1118","-5.6","E,1123","-5.6","E,1123","-7.4","E,1124","","","-0.1","E,0211","-2.2","E,0121","","","","","","","2305.6","","2305.6","E","614.1",",E","13.02","E","16.14","E","9.90","E"
"ITE00100550","1903","44.5","11.3458","53.0","BOLOGNA, IT","542.4","","542.4","E","92","E","60","E","0","E","19","E","6","E","129","E","2","E","-5.2","E,0123,+","28.3",",E,1217,","33.1","E,0810,","0.0","E,1229","","","","","","","","","-0.9","E,0218","-2.2","E,0201","-5.2","E,0123","","","","","2414.5","","2414.5","E","547.9",",E","13.72","E","16.74","E","10.70","E"
"ITE00100550","1904","44.5","11.3458","53.0","BOLOGNA, IT","691.2","","691.2","E","87","E","58","E","0","E","11","E","0","E","134","E","11","E","-4.9","E,1223,","41.9",",E,0117,","34.0","E,0725,","0.0","E,1128","-2.7","E,1129","-4.9","E,1223","","","","","-1.9","E,0302","","","","","","","","","2068.7","","2068.7","E","629.1",",E","14.16","E","16.99","E","11.32","E"
"ITE00100550","1905","44.5","11.3458","53.0","BOLOGNA, IT","589.0","","589.0","E","105","E","65","E","0","E","46","E","9","E","121","E","6","E","-7.5","E,0116,","54.5",",E,1108,","34.6","E,0703,","-1.1","E,1222","-3.2","E,1223","-4.4","E,1226","","","","","0.0","E,0223","-3.3","E,0215","-4.6","E,0213","-7.5","E,0116","","","2469.2","","2469.2","E","727.1",",E","13.00","E","15.86","E","10.15","E"
"ITE00100550","1906","44.5","11.3458","53.0","BOLOGNA, IT","585.0","","585.0","E","90","E","56","E","0","E","27","E","1","E","124","E","3","E","-5.0","E,1231,","43.0",",E,0516,","33.7","E,0804,","0.0","E,1221","-2.6","E,1230","-5.0","E,1231","","","","","-4.1","E,0212","-4.1","E,0212","","","","","","","2438.8","","2438.8","E","611.5",",E","13.55","E","16.47","E","10.63","E"
"ITE00100550","1907","44.5","11.3458","53.0","BOLOGNA, IT","610.4","","610.4","E","84","E","48","E","0","E","37","E","9","E","145","E","6","E","-8.3","E,0129,","47.9",",E,1109,","34.3","E,0806,","","","","","","","","","","","0.0","E,0305","-2.2","E,0213","-4.8","E,0201","-7.0","E,0130","","","2469.0","","2469.0","E","547.7",",E","13.57","E","16.50","E","10.65","E"
"ITE00100550","1908","44.5","11.3458","53.0","BOLOGNA, IT","565.0","","565.0","E","88","E","47","E","0","E","28","E","0","E","141","E","1","E","-5.2","E,0125,","32.8",",E,0826,","32.9","E,0801,","0.0","E,1130","-3.0","E,1202","","","","","","","-1.3","E,0206","-3.3","E,0205","-4.8","E,0126","","","","","2114.5","","2114.5","E","465.6",",E","13.46","E","16.54","E","10.38","E"
"ITE00100550","1909","44.5","11.3458","53.0","BOLOGNA, IT","507.3","","507.3","E","79","E","48","E","0","E","35","E","4","E","140","E","9","E","-5.0","E,0112,","58.3",",E,0918,","33.6","E,0726,","0.0","E,1203","","","","","","","","","-0.8","E,0301","-2.3","E,0226","-5.0","E,0112","","","","","2512.7","","2512.7","E","520.4",",E","13.19","E","16.03","E","10.35","E"
"ITE00100550","1910","44.5","11.3458","53.0","BOLOGNA, IT","478.2","","478.2","E","103","E","65","E","0","E","18","E","0","E","125","E","1","E","-3.9","E,0109,","41.7",",E,0613,","32.4","E,0822,","-1.0","E,1123","-2.4","E,1127","","","","","","","-1.4","E,0129","-3.9","E,0109","","","","","","","2127.1","","2127.1","E","721.3",",E","13.60","E","16.43","E","10.77","E"
"ITE00100550","1911","44.5","11.3458","53.0","BOLOGNA, IT","653.2","","653.2","E","88","E","54","E","0","E","30","E","0","E","132","E","7","E","-3.6","E,0201,","50.1",",E,0508,","34.2","E,0728,","-0.4","E,1226","","","","","","","","","-1.0","E,0221","-2.9","E,0210","","","","","","","2339.9","","2339.9","E","623.4",",E","14.00","E","16.79","E","11.21","E"
"ITE00100550","1912","44.5","11.3458","53.0","BOLOGNA, IT","536.4","","536.4","E","75","E","47","E","0","E","13","E","1","E","130","E","0","E","-3.3","E,0116,","53.9",",E,0613,","31.2","E,0624,","","","","","","","","","","","-1.9","E,0205","-2.5","E,0117","","","","","","","1936.8","","1936.8","E","539.7",",E","13.73","E","16.47","E","11.00","E"
"ITE00100550","1913","44.5","11.3458","53.0","BOLOGNA, IT","483.9","","483.9","E","83","E","46","E","0","E","25","E","0","E","127","E","0","E","-4.3","E,1224,","63.4",",E,0626,","31.7","E,0611,","-2.2","E,1223","-2.2","E,1223","","","","","","","-0.4","E,0303","-3.2","E,0219","","","","","","","2355.6","","2355.6","E","560.5",",E","13.71","E","16.57","E","10.86","E"
"ITE00100550","1914","44.5","11.3458","53.0","BOLOGNA, IT","518.6","","518.6","E","88","E","52","E","0","E","33","E","2","E","123","E","0","E","-5.8","E,0107,","27.8",",E,0704,","32.0","E,0815,","-1.6","E,1129","","","","","","","","","-3.0","E,0210","-3.0","E,0210","-4.7","E,0124","","","","","2119.6","","2119.6","E","569.1",",E","13.65","E","16.48","E","10.82","E"
"ITE00100550","1915","44.5","11.3458","53.0","BOLOGNA, IT","487.7","","487.7","E","95","E","58","E","0","E","22","E","0","E","131","E","5","E","-4.1","E,1129,","49.1",",E,0813,","32.9","E,0810,","-0.6","E,1127","-4.1","E,1129","","","","","","","0.0","E,0301","-2.7","E,0205","","","","","","","2199.6","","2199.6","E","657.9",",E","13.42","E","16.63","E","10.22","E"
"ITE00100550","1916","44.5","11.3458","53.0","BOLOGNA, IT","536.1","","536.1","E","77","E","46","E","0","E","12","E","0","E","132","E","7","E","-5.1","E,0125,","59.1",",E,1110,","35.3","E,0711,","","","","","","","","","","","0.0","E,0222","-3.9","E,0129","-5.1","E,0125","","","","","2167.1","","2167.1","E","631.3",",E","14.20","E","17.58","E","10.83","E"
"ITE00100550","1917","44.5","11.3458","53.0","BOLOGNA, IT","728.1","","728.1","E","94","E","54","E","0","E","52","E","13","E","149","E","5","E","-9.3","E,0216,","65.0",",E,0624,","34.6","E,0814,","-0.7","E,1124","-2.6","E,1125","","","","","","","-0.2","E,0317","-7.9","E,0217","-7.9","E,0217","-7.9","E,0217","-9.3","E,0216","2421.9","","2421.9","E","729.2",",E","13.19","E","16.41","E","9.96","E"
"ITE00100550","1918","44.5","11.3458","53.0","BOLOGNA, IT","568.7","","568.7","E","87","E","53","E","0","E","39","E","0","E","137","E","6","E","-4.6","E,0112,","49.1",",E,0927,","36.7","E,0718,","-0.5","E,1123","-2.9","E,1126","","","","","","","-1.5","E,0220","-2.2","E,0217","-4.6","E,0112","","","","","2356.2","","2356.2","E","515.0",",E","13.45","E","16.60","E","10.30","E"
"ITE00100550","1919","44.5","11.3458","53.0","BOLOGNA, IT","568.3","","568.3","E","96","E","46","E","0","E","16","E","0","E","134","E","4","E","-5.2","E,0209,","52.4",",E,1101,","33.3","E,0821,","0.0","E,1118","-2.6","E,1217","","","","","","","-1.7","E,0213","-2.4","E,0212","-5.2","E,0209","","","","","2278.4","","2278.4","E","481.4",",E","13.43","E","16.64","E","10.21","E"
"ITE00100550","1920","44.5","11.3458","53.0","BOLOGNA, IT","674.6","","674.6","E","84","E","55","E","0","E","4","E","0","E","152","E","10","E","-1.6","E,1031,","37.1",",E,0816,","37.0","E,0719,","-1.6","E,1031","","","","","","","","","-0.3","E,0207","","","","","","","","","2013.4","","2013.4","E","651.9",",E","14.70","E","17.88","E","11.51","E"
"ITE00100550","1921","44.5","11.3458","53.0","BOLOGNA, IT","724.7","","724.7","E","71","E","38","E","0","E","12","E","0","E","158","E","25","E","-3.7","E,1229,","26.0",",E,1225,","35.9","E,0811,","-0.9","E,1213","-3.0","E,1215","","","","","","","-0.2","E,0219","","","","","","","","","2223.6","","2223.6","E","413.3",",E","14.58","E","17.94","E","11.22","E"
"ITE00100550","1922","44.5","11.3458","53.0","BOLOGNA, IT","707.7","","707.7","E","81","E","42","E","0","E","34","E","3","E","135","E","14","E","-6.1","E,0208,","36.4",",E,0619,","36.7","E,0809,","-0.9","E,1119","-3.3","E,1210","","","","","","","-0.6","E,0214","-5.3","E,0210","-5.3","E,0210","","","","","2175.9","","2175.9","E","372.3",",E","13.92","E","17.18","E","10.67","E"
"ITE00100550","1923","44.5","11.3458","53.0","BOLOGNA, IT","671.8","","671.8","E","69","E","44","E","0","E","21","E","0","E","159","E","16","E","-4.3","E,0130,","37.5",",E,0212,","36.4","E,0715,","0.0","E,1219","-2.3","E,1230","","","","","","","-0.7","E,0203","-4.3","E,0130","","","","","","","2254.4","","2254.4","E","417.7",",E","14.62","E","18.02","E","11.22","E"
"ITE00100550","1924","44.5","11.3458","53.0","BOLOGNA, IT","623.4","","623.4","E","82","E","48","E","0","E","29","E","3","E","148","E","3","E","-8.6","E,0107,","44.8",",E,0401,","35.0","E,0705,","-0.3","E,1117","","","","","","","","","-0.3","E,0315","-2.3","E,0225","-6.2","E,0108","-8.6","E,0107","","","2093.8","","2093.8","E","511.0",",E","14.04","E","17.24","E","10.83","E"
"ITE00100550","1925","44.5","11.3458","53.0","BOLOGNA, IT","602.9","","602.9","E","79","E","48","E","0","E","29","E","2","E","138","E","6","E","-5.9","E,1206,","48.1",",E,1106,","35.7","E,0811,","-0.2","E,1129","-4.8","E,1205","-4.8","E,1205","","","","","-0.2","E,0319","","","","","","","","","2033.6","","2033.6","E","455.4",",E","14.08","E","17.51","E","10.66","E"
"ITE00100550","1926","44.5","11.3458","53.0","BOLOGNA, IT","633.3","","633.3","E","95","E","61","E","0","E","30","E","5","E","137","E","5","E","-8.3","E,0113,","29.4",",E,1227,","32.9","E,0822,+","-1.3","E,1211","-2.4","E,1218","","","","","","","-0.1","E,0207","-4.9","E,0124","-4.9","E,0124","-7.1","E,0114","","","2263.5","","2263.5","E","558.3",",E","14.30","E","17.43","E","11.16","E"
"ITE00100550","1927","44.5","11.3458","53.0","BOLOGNA, IT","779.7","","779.7","E","93","E","57","E","0","E","25","E","5","E","153","E","25","E","-4.2","E,1220,","106.1",",E,1207,","34.3","E,0809,","-2.3","E,1217","-2.3","E,1217","","","","","","","0.0","E,0222","-2.8","E,0221","","","","","","","1957.0","","1957.0","E","717.5",",E","14.94","E","18.21","E","11.67","E"
"ITE00100550","1928","44.5","11.3458","53.0","BOLOGNA, IT","825.5","","825.5","E","102","E","64","E","0","E","16","E","3","E","123","E","40","E","-4.4","E,1221,","97.3",",E,0916,","37.1","E,0802,","-4.4","E,1221","-4.4","E,1221","-4.4","E,1221","","","","","-0.2","E,0322","","","","","","","","","2089.3","","2089.3","E","814.6",",E","14.53","E","17.55","E","11.51","E"
"ITE00100550","1929","44.5","11.3458","53.0","BOLOGNA, IT","843.3","","843.3","E","64","E","36","E","0","E","53","E","21","E","151","E","18","E","-11.5","E,0212,","45.5",",E,0812,","35.7","E,0723,","","","","","","","","","","","-1.2","E,0306","-3.7","E,0304","-5.4","E,0222","-6.8","E,0217","-9.8","E,0216","2524.7","","2524.7","E","556.5",",E","13.77","E","16.88","E","10.65","E"
"ITE00100550","1930","44.5","11.3458","53.0","BOLOGNA, IT","711.4","","711.4","E","107","E","57","E","0","E","17","E","5","E","141","E","8","E","-2.8","E,0122,","31.8",",E,1025,","35.7","E,0706,","-1.2","E,1218","-2.4","E,1219","","","","","","","-0.4","E,0211","-2.3","E,0123","","","","","","","2123.1","","2123.1","E","527.6",",E","14.42","E","17.43","E","11.41","E"
"ITE00100550","1931","44.5","11.3458","53.0","BOLOGNA, IT","851.6","","851.6","E","71","E","40","E","0","E","27","E","2","E","137","E","33","E","-5.6","E,1220,","23.1",",E,0213,","37.1","E,0615,","-0.7","E,1204","-3.2","E,1219","-5.6","E,1220","","","","","-0.2","E,0307","-2.3","E,0208","","","","","","","2202.2","","2202.2","E","390.2",",E","14.20","E","17.46","E","10.95","E"
"ITE00100550","1932","44.5","11.3458","53.0","BOLOGNA, IT","737.4","","737.4","E","88","E","62","E","0","E","33","E","5","E","145","E","15","E","-7.0","E,0213,","82.3",",E,0721,","34.3","E,0818,","-1.9","E,1221","-2.6","E,1222","","","","","","","-0.5","E,0303","-2.8","E,0228","-5.2","E,0215","-7.0","E,0213","","","2438.4","","2438.4","E","768.7",",E","14.02","E","17.11","E","10.93","E"
"ITE00100550","1933","44.5","11.3458","53.0","BOLOGNA, IT","650.5","","650.5","E","99","E","55","E","0","E","39","E","11","E","154","E","18","E","-7.2","E,1220,","155.7",",E,0224,","35.0","E,0811,","-0.2","E,1204","-2.3","E,1211","-6.3","E,1219","-7.2","E,1220","","","-0.6","E,0226","-2.4","E,0124","","","","","","","2172.6","","2172.6","E","908.4",",E","13.57","E","16.63","E","10.52","E"
"ITE00100550","1934","44.5","11.3458","53.0","BOLOGNA, IT","743.6","","743.6","E","103","E","58","E","0","E","21","E","0","E","160","E","10","E","-3.3","E,0115,","66.6",",E,0826,","35.4","E,0721,","-2.6","E,1202","-2.6","E,1202","","","","","","","-0.9","E,0223","-2.3","E,0213","","","","","","","2233.6","","2233.6","E","742.5",",E","14.74","E","17.90","E","11.58","E"
"ITE00100550","1935","44.5","11.3458","53.0","BOLOGNA, IT","801.3","","801.3","E","94","E","58","E","0","E","44","E","12","E","149","E","29","E","-10.6","E,0213,","58.6",",E,1006,","39.0","E,0628,","-0.2","E,1213","-2.4","E,1217","","","","","","","-0.4","E,0310","-2.7","E,0221","-5.8","E,0214","-10.6","E,0213","-10.6","E,0213","2234.3","","2234.3","E","663.4",",E","14.37","E","17.67","E","11.07","E"
"ITE00100550","1936","44.5","11.3458","53.0","BOLOGNA, IT","735.1","","735.1","E","101","E","58","E","0","E","12","E","0","E","138","E","17","E","-4.3","E,1127,","60.4",",E,0512,","34.9","E,0728,","-1.7","E,1126","-4.3","E,1127","","","","","","","-0.8","E,0214","-2.2","E,0213","","","","","","","1901.7","","1901.7","E","684.0",",E","14.52","E","17.59","E","11.46","E"
"ITE00100550","1937","44.5","11.3458","53.0","BOLOGNA, IT","732.8","","732.8","E","118","E","76","E","0","E","18","E","0","E","138","E","11","E","-2.3","E,0105,","48.2",",E,0830,","34.3","E,0614,","-0.4","E,1222","","","","","","","","","-1.0","E,0131","-2.3","E,0105","","","","","","","2201.4","","2201.4","E","862.2",",E","14.53","E","17.55","E","11.51","E"
